timestamp,service_id,server_cluster,cpu_util_pct,mem_util_pct,io_wait_ms,disk_io_ops,network_in_kbps,network_out_kbps,active_threads,request_rate_rps,avg_response_ms,p95_response_ms,error_rate_pct,gc_pause_ms,db_query_qps,db_avg_query_ms,cache_hit_pct,concurrent_sessions,rolling_cpu_1h,rolling_cpu_6h,rolling_mem_1h,rolling_mem_6h,bottleneck
2023-01-25 03:00:00,vehicle_registration,cluster-16,66.12,76.64,9.3,221,784,309,165,90.53,110.79,368.79,0.298,4.94,68.55,36.81,69.44,627,66.12,49.248333333333335,76.64,65.83666666666666,NONE
2023-01-25 04:00:00,land_records,cluster-8,93.29,27.52,0.42,704,770,233,167,91.76,41.2,73.35,1.272,11.37,89.36,25.07,87.88,479,93.29,55.395,27.52,65.28833333333334,CPU
2023-01-25 05:00:00,passport_booking,cluster-17,28.35,81.44,9.23,884,512,1374,144,43.26,106.65,159.24,0.001,16.21,95.42,34.42,51.8,2015,28.35,52.59333333333334,81.44,64.51666666666667,NONE
2023-01-25 06:00:00,vehicle_registration,cluster-15,35.91,27.47,5.97,818,965,161,96,84.79,206.08,270.21,1.661,4.65,84.77,31.52,56.23,1431,35.91,54.215,27.47,58.17666666666667,NONE
2023-01-25 07:00:00,welfare_disbursement,cluster-24,55.48,58.69,7.79,969,289,690,210,99.63,51.62,378.53,0.148,17.42,31.2,33.85,83.01,144,55.48,53.25,58.69,55.53833333333333,NONE
2023-01-25 08:00:00,pension_portal,cluster-1,92.65,36.17,4.11,509,70,291,133,149.1,246.21,249.75,2.793,12.78,129.88,39.17,83.5,4901,92.65,61.96666666666668,36.17,51.321666666666665,CPU
2023-01-25 09:00:00,welfare_disbursement,cluster-12,77.89,85.94,9.92,414,497,126,203,28.4,33.44,337.35,2.61,7.62,31.8,9.14,79.07,759,77.89,63.92833333333334,85.94,52.87166666666667,MEM
2023-01-25 10:00:00,business_registration,cluster-5,87.37,48.21,2.43,879,1870,692,89,114.54,86.49,372.96,0.345,12.95,123.89,42.43,91.46,3624,87.37,62.94166666666667,48.21,56.31999999999999,CPU
2023-01-25 11:00:00,pension_portal,cluster-24,45.03,58.6,2.79,127,1402,601,120,132.61,198.23,231.67,0.441,18.56,107.18,17.72,73.75,2623,45.03,65.72166666666666,58.6,52.51333333333334,NONE
2023-01-25 12:00:00,welfare_disbursement,cluster-6,94.4,56.73,0.7,618,497,1117,222,76.87,102.23,309.16,2.86,19.76,53.42,22.17,82.7,1907,94.4,75.47000000000001,56.73,57.38999999999999,CPU
2023-01-25 13:00:00,pension_portal,cluster-25,27.71,82.17,9.42,539,1678,1469,155,110.06,130.48,281.84,2.441,5.63,63.42,17.44,62.22,3018,27.71,70.84166666666667,82.17,61.303333333333335,NONE
2023-01-25 14:00:00,pension_portal,cluster-1,23.97,60.6,4.67,581,304,1112,144,142.29,62.93,284.98,2.826,18.18,122.09,42.21,77.64,3977,23.97,59.395,60.6,65.375,NONE
2023-01-25 15:00:00,court_services,cluster-25,84.17,83.38,6.81,575,1235,387,220,93.29,184.56,230.97,1.004,0.77,147.79,44.14,84.81,3896,84.17,60.44166666666666,83.38,64.94833333333332,CPU
2023-01-25 16:00:00,tax_filing,cluster-1,89.54,30.44,6.94,255,352,779,249,67.0,61.29,268.12,0.333,0.15,36.63,11.32,81.39,2823,89.54,60.803333333333335,30.44,61.98666666666667,CPU
2023-01-25 17:00:00,tax_filing,cluster-10,26.79,39.18,8.77,798,1837,248,72,165.03,215.21,244.03,1.846,12.03,103.37,28.49,86.4,706,26.79,57.76333333333334,39.18,58.75,NONE
2023-01-25 18:00:00,court_services,cluster-10,28.51,65.81,6.72,742,826,180,96,197.77,144.08,273.21,2.9,9.63,11.33,22.18,68.14,4364,28.51,46.781666666666666,65.81,60.26333333333334,NONE
2023-01-25 19:00:00,land_records,cluster-3,22.49,95.08,5.71,340,1261,1084,93,43.72,146.08,226.82,0.39,9.38,12.31,13.19,62.72,1087,22.49,45.91166666666667,95.08,62.415,MEM
2023-01-25 20:00:00,licensing,cluster-17,27.84,30.53,7.16,750,673,1170,131,177.93,234.71,127.87,2.457,4.68,67.76,30.05,62.4,4045,27.84,46.55666666666667,30.53,57.40333333333333,NONE
2023-01-25 21:00:00,land_records,cluster-19,35.71,28.19,7.56,553,1103,695,219,109.31,197.79,292.77,1.079,11.95,2.95,21.45,86.18,644,35.71,38.48,28.19,48.20499999999999,NONE
2023-01-25 22:00:00,vehicle_registration,cluster-28,92.76,36.58,2.02,708,1858,280,61,89.86,190.92,184.41,0.347,0.34,136.59,37.2,88.43,2576,92.76,39.016666666666666,36.58,49.22833333333333,CPU
2023-01-25 23:00:00,vehicle_registration,cluster-11,70.09,72.45,1.27,901,1509,1135,143,178.69,217.35,94.71,1.377,8.68,58.07,42.63,59.37,4577,70.09,46.23333333333333,72.45,54.77333333333334,NONE
2023-01-26 00:00:00,pension_portal,cluster-29,78.39,54.53,0.93,603,1388,296,213,182.11,41.12,347.96,1.466,7.34,57.31,5.61,66.74,3414,78.39,54.546666666666674,54.53,52.89333333333334,NONE
2023-01-26 01:00:00,welfare_disbursement,cluster-18,78.21,86.09,3.87,477,936,690,128,54.9,186.99,113.47,0.027,3.86,49.01,29.65,91.42,2538,78.21,63.833333333333336,86.09,51.395,MEM
2023-01-26 02:00:00,welfare_disbursement,cluster-2,60.13,30.32,5.08,520,437,561,190,72.0,73.64,239.25,1.423,10.21,44.97,31.14,50.62,103,60.13,69.215,30.32,51.36000000000001,NONE
2023-01-26 03:00:00,tax_filing,cluster-9,79.81,39.53,6.23,915,729,1140,130,170.46,84.62,302.39,1.942,13.81,14.17,19.31,65.64,3056,79.81,76.565,39.53,53.25,NONE
2023-01-26 04:00:00,grievance_redressal,cluster-24,64.69,47.2,9.59,562,529,1050,242,98.42,23.48,276.7,2.294,16.26,91.19,41.12,77.62,1912,64.69,71.88666666666667,47.2,55.02,NONE
2023-01-26 05:00:00,land_records,cluster-17,43.59,71.38,3.44,373,657,1455,169,57.96,225.56,106.3,0.296,9.24,38.16,45.93,56.62,1355,43.59,67.47000000000001,71.38,54.84166666666666,NONE
2023-01-26 06:00:00,business_registration,cluster-28,62.08,75.7,7.66,665,184,310,150,192.45,190.0,117.95,2.63,4.8,52.19,39.39,80.84,3116,62.08,64.75166666666667,75.7,58.370000000000005,NONE
2023-01-26 07:00:00,passport_booking,cluster-14,60.01,34.19,5.41,304,1111,874,162,43.8,52.04,102.1,0.503,4.2,50.55,28.73,63.16,665,60.01,61.71833333333333,34.19,49.72,NONE
2023-01-26 08:00:00,welfare_disbursement,cluster-4,81.76,94.84,2.36,770,337,389,76,122.26,95.42,75.39,1.975,11.58,51.08,5.5,92.43,790,81.76,65.32333333333334,94.84,60.47333333333333,CPU
2023-01-26 09:00:00,passport_booking,cluster-29,93.63,50.24,6.23,779,1142,1485,197,85.87,130.38,149.15,1.658,7.79,131.94,23.98,53.36,3210,93.63,67.62666666666667,50.24,62.25833333333333,CPU
2023-01-26 10:00:00,pension_portal,cluster-17,50.83,77.77,9.68,639,795,5,67,90.53,133.6,233.45,2.64,6.35,70.75,36.22,89.0,380,50.83,65.31666666666666,77.77,67.35333333333334,NONE
2023-01-26 11:00:00,passport_booking,cluster-17,77.25,63.79,1.42,991,1140,702,113,21.64,157.0,110.53,0.116,10.46,76.59,12.17,77.04,1951,77.25,70.92666666666666,63.79,66.08833333333332,NONE
2023-01-26 12:00:00,business_registration,cluster-12,27.48,41.48,5.17,100,1641,1010,58,51.8,128.6,389.8,0.575,11.13,117.65,39.91,77.86,4935,27.48,65.16,41.48,60.385,NONE
2023-01-26 13:00:00,court_services,cluster-28,78.26,87.62,0.71,849,1861,529,167,33.82,169.19,294.59,0.366,4.68,46.32,32.61,50.71,1020,78.26,68.20166666666667,87.62,69.29,MEM
2023-01-26 14:00:00,business_registration,cluster-20,47.86,85.55,3.35,149,241,158,172,150.05,223.29,254.2,0.983,7.57,114.13,19.92,90.77,4951,47.86,62.55166666666667,85.55,67.74166666666667,MEM
2023-01-26 15:00:00,passport_booking,cluster-18,22.95,54.31,6.28,773,1193,1331,74,139.7,111.56,288.5,1.017,14.15,27.24,43.18,88.22,3452,22.95,50.77166666666667,54.31,68.42,NONE
2023-01-26 16:00:00,business_registration,cluster-3,47.24,68.56,8.44,513,450,951,162,158.92,221.64,202.58,0.266,7.75,106.31,33.94,70.19,1747,47.24,50.17333333333334,68.56,66.885,NONE
2023-01-26 17:00:00,licensing,cluster-11,65.8,44.08,7.36,548,1473,1218,178,140.0,70.51,214.47,1.543,8.88,21.75,18.66,71.81,2089,65.8,48.26500000000001,44.08,63.6,NONE
2023-01-26 18:00:00,pension_portal,cluster-25,28.94,76.05,4.74,964,1596,229,108,26.18,47.92,361.03,0.349,12.8,103.4,13.88,63.07,1002,28.94,48.50833333333333,76.05,69.36166666666666,NONE
2023-01-26 19:00:00,land_records,cluster-18,89.3,47.87,9.11,286,958,1360,213,195.73,75.06,302.68,0.223,3.82,70.43,12.06,64.81,887,89.3,50.348333333333336,47.87,62.73666666666666,CPU
2023-01-26 20:00:00,court_services,cluster-4,25.83,87.46,3.17,856,707,691,67,38.11,67.52,255.87,0.1,17.34,9.97,49.4,71.48,2025,25.83,46.67666666666667,87.46,63.05500000000001,MEM
2023-01-26 21:00:00,welfare_disbursement,cluster-17,89.75,41.09,7.59,521,1087,132,96,70.41,246.57,382.57,2.787,6.77,90.22,44.1,53.53,234,89.75,57.81,41.09,60.85166666666666,CPU
2023-01-26 22:00:00,vehicle_registration,cluster-18,73.04,26.1,4.85,447,1619,948,128,141.52,107.64,281.92,1.19,13.75,103.77,35.97,53.51,3268,73.04,62.10999999999999,26.1,53.775,NONE
2023-01-26 23:00:00,land_records,cluster-5,44.73,44.87,9.01,206,1789,158,210,28.52,169.84,189.54,0.851,5.94,30.48,26.18,86.74,2758,44.73,58.59833333333333,44.87,53.90666666666666,NONE
2023-01-27 00:00:00,vehicle_registration,cluster-14,49.31,39.14,8.01,347,1671,1295,71,34.52,180.09,66.61,1.447,12.96,140.31,43.17,67.0,4810,49.31,61.99333333333333,39.14,47.755,NONE
2023-01-27 01:00:00,pension_portal,cluster-10,75.56,62.61,9.03,63,518,532,137,175.38,122.4,186.74,0.473,5.55,34.27,36.64,94.08,2336,75.56,59.703333333333326,62.61,50.211666666666666,NONE
2023-01-27 02:00:00,court_services,cluster-15,65.11,40.07,2.3,165,942,680,114,66.74,71.42,373.68,1.218,14.96,46.84,30.08,53.92,653,65.11,66.25,40.07,42.31333333333333,NONE
2023-01-27 03:00:00,tax_filing,cluster-1,70.37,81.48,6.75,188,203,294,188,133.28,120.76,65.63,0.572,2.1,110.45,40.09,92.16,4840,70.37,63.02,81.48,49.045,NONE
2023-01-27 04:00:00,welfare_disbursement,cluster-16,49.19,42.86,7.44,124,1243,936,156,171.82,128.97,114.6,0.913,6.15,30.21,10.37,79.26,646,49.19,59.04500000000001,42.86,51.83833333333333,NONE
2023-01-27 05:00:00,licensing,cluster-11,56.59,77.32,7.48,864,1006,820,203,194.65,239.42,333.06,2.773,11.35,138.21,44.35,63.86,1624,56.59,61.02166666666667,77.32,57.24666666666666,NONE
2023-01-27 06:00:00,tax_filing,cluster-23,94.24,67.81,5.14,409,728,1353,139,42.45,150.78,177.73,0.446,12.66,96.22,10.75,61.98,2140,94.24,68.51,67.81,62.025,CPU
2023-01-27 07:00:00,pension_portal,cluster-20,36.04,97.98,0.31,73,1459,280,247,25.02,243.07,115.06,1.422,2.76,112.38,45.69,93.0,2589,36.04,61.92333333333334,97.98,67.92,MEM
2023-01-27 08:00:00,land_records,cluster-6,51.34,98.99,2.76,455,746,1460,240,148.28,152.64,335.48,1.983,6.39,18.02,14.89,65.26,3998,51.34,59.62833333333333,98.99,77.74,MEM
2023-01-27 09:00:00,licensing,cluster-24,41.89,89.34,3.37,738,355,1087,87,38.05,53.35,245.45,2.754,2.04,123.29,22.47,73.68,3220,41.89,54.88166666666666,89.34,79.05,MEM
2023-01-27 10:00:00,business_registration,cluster-29,77.38,81.24,8.55,616,1698,358,175,116.25,108.41,241.96,2.769,16.69,85.41,39.21,92.97,1993,77.38,59.580000000000005,81.24,85.44666666666667,NONE
2023-01-27 11:00:00,passport_booking,cluster-22,77.3,53.6,8.44,774,1729,1012,98,106.76,202.23,152.82,0.742,19.67,115.48,10.11,59.31,3192,77.3,63.031666666666666,53.6,81.49333333333334,NONE
2023-01-27 12:00:00,licensing,cluster-16,41.93,80.74,1.23,375,1391,1252,154,112.2,116.97,286.3,2.829,5.68,10.93,48.86,58.21,1734,41.93,54.31333333333333,80.74,83.64833333333333,NONE
2023-01-27 13:00:00,pension_portal,cluster-30,26.1,95.79,9.51,383,403,1270,194,130.13,42.94,351.64,0.994,9.66,91.35,38.71,59.7,2679,26.1,52.656666666666666,95.79,83.28333333333333,MEM
2023-01-27 14:00:00,grievance_redressal,cluster-2,20.86,26.73,1.99,378,956,1115,106,170.25,42.1,312.57,2.685,10.13,103.5,16.72,60.61,2320,20.86,47.57666666666668,26.73,71.24,NONE
2023-01-27 15:00:00,passport_booking,cluster-1,52.06,64.81,4.26,724,1284,846,63,54.73,74.52,264.35,0.28,3.29,74.31,44.94,81.72,3294,52.06,49.27166666666667,64.81,67.15166666666667,NONE
2023-01-27 16:00:00,vehicle_registration,cluster-24,50.78,41.13,2.31,349,1968,647,132,111.27,149.9,172.68,0.595,13.35,125.33,6.87,57.76,1367,50.78,44.83833333333333,41.13,60.46666666666667,NONE
2023-01-27 17:00:00,welfare_disbursement,cluster-24,94.13,66.28,8.63,725,1776,0,57,67.67,210.94,349.18,0.237,10.34,140.95,5.49,51.8,4625,94.13,47.64333333333334,66.28,62.580000000000005,CPU
2023-01-27 18:00:00,vehicle_registration,cluster-9,55.24,59.52,7.54,138,847,314,233,64.09,142.75,248.14,0.897,10.28,33.6,19.57,82.38,3185,55.24,49.86166666666667,59.52,59.04333333333333,NONE
2023-01-27 19:00:00,licensing,cluster-22,39.23,67.61,3.66,64,743,1314,72,4.57,191.6,361.35,2.622,1.17,9.29,9.57,93.36,3497,39.23,52.04999999999999,67.61,54.34666666666667,NONE
2023-01-27 20:00:00,vehicle_registration,cluster-12,86.84,65.77,6.88,350,1528,1269,93,120.08,168.49,138.96,0.478,1.6,116.0,41.9,74.55,3810,86.84,63.04666666666666,65.77,60.85333333333333,CPU
2023-01-27 21:00:00,pension_portal,cluster-17,56.83,96.05,2.01,683,1740,1263,115,194.51,140.54,279.0,0.675,19.29,72.21,22.3,66.36,577,56.83,63.84166666666667,96.05,66.06,MEM
2023-01-27 22:00:00,business_registration,cluster-30,64.94,65.86,3.95,367,903,480,52,152.37,69.41,377.32,0.649,18.79,8.9,32.88,51.39,3942,64.94,66.20166666666667,65.86,70.18166666666666,NONE
2023-01-27 23:00:00,land_records,cluster-25,27.18,87.62,3.9,909,241,1295,230,48.94,223.13,180.93,0.824,0.36,13.55,42.03,75.68,3606,27.18,55.04333333333333,87.62,73.73833333333333,MEM
2023-01-28 00:00:00,welfare_disbursement,cluster-28,48.72,48.67,2.53,227,642,653,190,143.37,83.41,382.94,0.056,10.81,34.32,11.88,64.75,1669,48.72,53.95666666666667,48.67,71.92999999999999,NONE
2023-01-28 01:00:00,vehicle_registration,cluster-29,90.82,57.42,8.79,511,1408,847,118,59.81,78.15,187.36,1.272,1.3,0.88,48.82,79.24,797,90.82,62.55499999999999,57.42,70.23166666666667,CPU
2023-01-28 02:00:00,vehicle_registration,cluster-15,64.21,59.81,6.85,318,954,788,131,150.85,79.29,203.19,2.929,15.86,70.62,34.32,93.0,4430,64.21,58.78333333333333,59.81,69.23833333333333,NONE
2023-01-28 03:00:00,licensing,cluster-30,45.84,45.63,2.94,154,1917,313,50,171.06,42.01,332.26,1.344,0.99,55.67,7.94,51.01,1720,45.84,56.95166666666666,45.63,60.835,NONE
2023-01-28 04:00:00,land_records,cluster-19,66.93,53.1,2.57,720,1017,138,70,67.2,134.69,141.27,2.44,10.99,7.05,29.31,81.08,2164,66.93,57.28333333333333,53.1,58.708333333333336,NONE
2023-01-28 05:00:00,tax_filing,cluster-27,88.28,69.29,0.38,566,1069,497,132,0.94,95.33,297.06,1.714,12.39,36.3,44.19,80.29,4758,88.28,67.46666666666667,69.29,55.653333333333336,CPU
2023-01-28 06:00:00,vehicle_registration,cluster-22,40.55,67.93,3.6,388,947,1350,105,61.35,140.05,154.44,0.045,1.92,111.06,45.41,76.69,4877,40.55,66.105,67.93,58.86333333333334,NONE
2023-01-28 07:00:00,pension_portal,cluster-10,57.88,72.1,5.36,441,1634,120,151,41.57,124.22,257.82,1.757,11.89,121.15,38.65,82.73,213,57.88,60.61500000000001,72.1,61.31,NONE
2023-01-28 08:00:00,grievance_redressal,cluster-29,91.9,51.03,2.92,190,865,1415,179,123.91,139.55,321.59,2.84,18.83,0.81,48.75,66.84,2095,91.9,65.23,51.03,59.84666666666666,CPU
2023-01-28 09:00:00,welfare_disbursement,cluster-26,32.93,48.37,7.06,218,616,464,80,58.37,88.46,59.15,1.661,1.95,16.14,27.46,55.54,1839,32.93,63.07833333333334,48.37,60.303333333333335,NONE
2023-01-28 10:00:00,vehicle_registration,cluster-27,73.97,70.26,4.24,66,1921,989,190,7.69,207.48,80.97,1.584,13.69,149.74,23.14,50.2,2673,73.97,64.25166666666667,70.26,63.16333333333333,NONE
2023-01-28 11:00:00,pension_portal,cluster-12,66.09,34.83,3.3,593,1140,909,63,106.5,142.86,377.03,2.011,5.43,97.38,14.94,68.0,2908,66.09,60.553333333333335,34.83,57.42000000000001,NONE
2023-01-28 12:00:00,pension_portal,cluster-14,70.98,43.72,9.4,54,676,1200,125,175.0,67.94,335.54,2.613,5.47,102.79,25.59,86.25,2676,70.98,65.625,43.72,53.385,NONE
2023-01-28 13:00:00,welfare_disbursement,cluster-9,46.34,28.12,2.78,943,161,363,234,90.54,227.41,356.95,1.694,10.88,57.03,43.58,76.59,2497,46.34,63.70166666666666,28.12,46.055,NONE
2023-01-28 14:00:00,tax_filing,cluster-27,43.54,30.37,4.1,186,720,160,62,75.57,45.17,203.63,1.219,18.56,75.76,7.45,56.64,1295,43.54,55.64166666666667,30.37,42.61166666666667,NONE
2023-01-28 15:00:00,pension_portal,cluster-13,71.32,43.01,3.95,668,1180,663,137,36.11,188.69,300.72,0.111,4.61,76.27,15.08,64.32,4918,71.32,62.04,43.01,41.71833333333333,NONE
2023-01-28 16:00:00,grievance_redressal,cluster-3,36.17,26.45,2.56,211,75,966,144,77.78,176.04,399.4,0.333,19.87,52.31,48.72,79.85,637,36.17,55.74,26.45,34.416666666666664,NONE
2023-01-28 17:00:00,pension_portal,cluster-21,51.47,43.16,2.33,818,1050,549,191,66.52,36.76,201.39,1.946,1.83,103.52,40.57,91.66,3888,51.47,53.303333333333335,43.16,35.805,NONE
2023-01-28 18:00:00,pension_portal,cluster-29,34.11,73.47,3.16,729,671,1358,163,198.99,227.35,346.37,1.857,18.8,85.98,17.53,88.65,1368,34.11,47.15833333333333,73.47,40.763333333333335,NONE
2023-01-28 19:00:00,pension_portal,cluster-14,20.62,29.52,8.67,512,1139,1073,143,6.58,92.75,77.75,0.717,0.36,141.57,42.73,78.45,769,20.62,42.87166666666667,29.52,40.99666666666667,NONE
2023-01-28 20:00:00,business_registration,cluster-21,92.75,57.32,7.72,487,1487,746,204,48.15,190.41,240.35,2.157,3.24,1.22,11.49,59.83,1759,92.75,51.07333333333333,57.32,45.48833333333334,CPU
2023-01-28 21:00:00,business_registration,cluster-10,52.38,92.57,6.87,431,766,88,149,14.19,83.71,166.63,0.839,19.53,132.79,35.01,89.12,1353,52.38,47.91666666666666,92.57,53.748333333333335,MEM
2023-01-28 22:00:00,tax_filing,cluster-16,92.7,83.56,4.68,849,662,892,119,171.55,140.91,233.08,0.915,5.32,142.37,13.97,91.43,979,92.7,57.33833333333333,83.56,63.26666666666667,CPU
2023-01-28 23:00:00,vehicle_registration,cluster-7,30.52,47.6,5.18,431,1573,720,175,83.75,243.64,89.93,0.184,0.14,22.25,28.9,90.92,622,30.52,53.84666666666667,47.6,64.00666666666667,NONE
2023-01-29 00:00:00,pension_portal,cluster-4,64.05,93.44,2.82,531,1791,1248,167,159.36,160.48,178.69,1.651,17.7,33.45,33.44,75.48,1889,64.05,58.836666666666666,93.44,67.335,MEM
2023-01-29 01:00:00,land_records,cluster-27,35.07,49.39,0.93,404,1074,385,176,138.58,88.15,76.79,0.863,18.28,7.77,38.01,89.21,4468,35.07,61.245000000000005,49.39,70.64666666666666,NONE
2023-01-29 02:00:00,vehicle_registration,cluster-20,79.26,30.37,3.44,294,1809,1190,237,185.64,125.43,208.58,2.457,14.89,35.41,45.81,85.69,4044,79.26,58.99666666666667,30.37,66.155,NONE
2023-01-29 03:00:00,tax_filing,cluster-23,78.78,98.56,5.06,674,631,653,119,5.24,175.49,204.63,2.404,18.79,95.97,40.71,77.85,3959,78.78,63.39666666666667,98.56,67.15333333333334,MEM
2023-01-29 04:00:00,court_services,cluster-25,28.45,89.38,0.76,739,1735,336,192,41.87,122.39,165.4,0.385,5.31,32.68,18.42,94.19,2608,28.45,52.68833333333333,89.38,68.12333333333333,MEM
2023-01-29 05:00:00,vehicle_registration,cluster-11,88.4,59.48,1.06,525,508,589,105,140.56,229.47,381.91,0.48,12.91,127.85,42.94,60.99,4278,88.4,62.335,59.48,70.10333333333332,CPU
2023-01-29 06:00:00,vehicle_registration,cluster-16,34.6,74.31,2.78,514,418,434,137,117.25,219.52,79.03,0.963,14.85,137.2,7.82,78.09,4394,34.6,57.42666666666668,74.31,66.915,NONE
2023-01-29 07:00:00,passport_booking,cluster-20,65.97,74.67,3.8,239,776,1271,239,139.08,53.77,338.71,1.743,19.47,4.35,38.14,51.19,2215,65.97,62.57666666666668,74.67,71.12833333333333,NONE
2023-01-29 08:00:00,licensing,cluster-4,93.92,39.39,4.05,543,1895,1067,62,115.31,200.54,174.22,1.028,17.96,76.14,26.75,70.29,4267,93.92,65.02,39.39,72.63166666666666,CPU
2023-01-29 09:00:00,passport_booking,cluster-22,86.18,39.8,1.36,572,191,486,184,116.41,236.76,119.76,1.051,1.18,2.54,24.78,87.51,1647,86.18,66.25333333333334,39.8,62.83833333333333,CPU
2023-01-29 10:00:00,grievance_redressal,cluster-22,91.74,59.75,2.41,584,63,108,158,186.55,92.89,145.4,0.42,6.78,92.96,36.52,60.58,3571,91.74,76.80166666666666,59.75,57.9,CPU
2023-01-29 11:00:00,business_registration,cluster-23,45.69,92.46,2.76,680,1541,699,198,184.3,74.79,365.66,1.007,12.3,52.25,7.73,83.82,4188,45.69,69.68333333333334,92.46,63.39666666666667,MEM
2023-01-29 12:00:00,business_registration,cluster-17,27.92,25.74,0.86,331,760,1093,151,8.08,22.21,338.71,1.411,17.11,126.91,44.28,84.26,748,27.92,68.57000000000001,25.74,55.301666666666655,NONE
2023-01-29 13:00:00,licensing,cluster-13,34.13,82.91,3.4,880,580,542,151,83.03,46.6,55.52,2.954,5.59,137.64,16.65,78.56,3093,34.13,63.26333333333334,82.91,56.675,NONE
2023-01-29 14:00:00,welfare_disbursement,cluster-11,57.54,29.26,0.91,479,1483,804,191,102.36,241.01,101.57,2.514,0.16,74.87,41.64,90.21,876,57.54,57.20000000000001,29.26,54.98666666666666,NONE
2023-01-29 15:00:00,welfare_disbursement,cluster-30,79.49,60.39,7.09,630,876,682,52,71.9,109.96,286.26,2.379,3.74,142.91,19.52,70.22,4025,79.49,56.085,60.39,58.41833333333333,NONE
2023-01-29 16:00:00,tax_filing,cluster-3,31.26,72.2,3.98,907,1223,1132,112,10.39,109.09,161.09,1.679,8.51,130.04,38.03,59.4,1815,31.26,46.005,72.2,60.49333333333334,NONE
2023-01-29 17:00:00,licensing,cluster-9,69.48,75.82,3.4,695,1847,608,220,94.72,81.34,371.7,1.08,1.22,14.68,46.37,79.32,1968,69.48,49.97,75.82,57.71999999999999,NONE
2023-01-29 18:00:00,vehicle_registration,cluster-6,44.27,29.33,1.44,302,880,838,158,195.15,57.73,325.28,2.571,0.85,53.55,36.11,92.69,4369,44.27,52.695,29.33,58.318333333333335,NONE
2023-01-29 19:00:00,welfare_disbursement,cluster-22,45.59,55.98,2.42,612,1406,549,61,14.91,137.02,356.26,1.042,8.03,51.2,15.57,78.35,1444,45.59,54.605,55.98,53.82999999999999,NONE
2023-01-29 20:00:00,pension_portal,cluster-21,69.64,68.2,2.48,92,1147,263,104,163.43,186.33,117.5,1.778,12.96,45.69,36.5,89.54,902,69.64,56.62166666666667,68.2,60.31999999999999,NONE
2023-01-29 21:00:00,land_records,cluster-11,55.02,29.89,9.86,531,487,289,236,39.53,146.68,102.75,0.772,14.21,119.65,36.5,88.97,1485,55.02,52.543333333333344,29.89,55.23666666666667,NONE
2023-01-29 22:00:00,vehicle_registration,cluster-16,80.9,35.0,8.39,987,432,144,167,115.57,28.15,376.18,2.329,10.66,45.28,46.6,50.27,648,80.9,60.81666666666669,35.0,49.03666666666667,CPU
2023-01-29 23:00:00,grievance_redressal,cluster-19,31.69,74.11,0.35,190,964,528,197,77.71,204.8,191.47,1.544,8.72,57.01,16.53,53.48,510,31.69,54.51833333333335,74.11,48.751666666666665,NONE
2023-01-30 00:00:00,pension_portal,cluster-27,79.25,63.6,6.24,560,1424,93,173,70.13,234.27,195.5,2.686,0.38,13.05,48.62,74.85,419,79.25,60.348333333333336,63.6,54.46333333333334,NONE
2023-01-30 01:00:00,pension_portal,cluster-5,24.82,36.98,2.71,586,1339,337,140,174.15,121.29,289.6,1.707,5.25,78.09,35.83,88.5,261,24.82,56.88666666666668,36.98,51.29666666666666,NONE
2023-01-30 02:00:00,licensing,cluster-14,34.55,64.61,1.22,947,854,998,118,194.71,104.29,189.11,0.493,13.4,17.74,19.32,67.26,1349,34.55,51.03833333333333,64.61,50.69833333333333,NONE
2023-01-30 03:00:00,tax_filing,cluster-17,69.21,92.54,7.11,319,1022,1084,222,77.64,72.87,356.32,2.979,8.99,130.4,27.94,90.0,2083,69.21,53.40333333333333,92.54,61.14000000000001,MEM
2023-01-30 04:00:00,grievance_redressal,cluster-3,84.12,26.15,1.49,962,1730,77,104,128.27,89.43,385.68,1.506,5.28,119.8,39.28,65.85,3078,84.12,53.94,26.15,59.665,CPU
2023-01-30 05:00:00,welfare_disbursement,cluster-4,38.95,72.55,4.55,410,1000,1454,236,111.5,168.22,166.38,0.752,4.59,45.48,7.13,68.76,116,38.95,55.15,72.55,59.405,NONE
2023-01-30 06:00:00,licensing,cluster-16,44.54,30.45,6.4,665,1718,98,124,15.85,197.13,122.82,0.988,0.35,0.88,20.13,64.56,3676,44.54,49.365,30.45,53.88,NONE
2023-01-30 07:00:00,welfare_disbursement,cluster-16,60.28,25.48,5.63,985,454,645,109,8.71,96.41,76.36,0.364,16.5,10.91,44.91,69.88,698,60.28,55.275,25.48,51.96333333333334,NONE
2023-01-30 08:00:00,licensing,cluster-21,35.87,36.15,9.78,344,1070,808,238,154.79,98.12,125.03,0.222,17.56,32.85,9.81,70.64,1067,35.87,55.495,36.15,47.22,NONE
2023-01-30 09:00:00,licensing,cluster-26,80.84,56.3,7.9,714,935,1338,91,79.21,123.75,98.81,1.352,7.31,74.82,28.76,71.63,3507,80.84,57.43333333333334,56.3,41.18,CPU
2023-01-30 10:00:00,licensing,cluster-25,78.02,84.37,7.79,524,1496,1246,221,61.86,59.15,60.19,2.856,14.03,109.74,30.9,62.86,4098,78.02,56.41666666666666,84.37,50.88333333333333,NONE
2023-01-30 11:00:00,tax_filing,cluster-4,30.9,45.85,3.68,865,1733,1212,183,197.12,233.26,66.33,0.369,1.3,15.02,17.91,67.33,2575,30.9,55.075,45.85,46.43333333333334,NONE
